gene_id,gene_name,Control_1,Control_2,Control_3,Control_4,Treat_1,Treat_2,Treat_3,Treat_4
ENSMUSG000001956,,239,264,403,377,267,364,335,279
ENSMUSG000001957,,0,0,0,0,0,0,0,0
ENSMUSG000001958,,6761,9067,4922,11670,15445,8517,15205,12120
ENSMUSG000001959,,167,218,108,167,106,179,249,166
ENSMUSG000001960,,25,21,27,25,41,19,22,34
ENSMUSG000001961,,25,24,36,14,31,24,25,51
ENSMUSG000001962,,30,32,36,28,33,33,53,14
ENSMUSG000001963,,24,44,75,58,102,45,66,26
ENSMUSG000001964,,29,79,89,45,152,96,95,113
ENSMUSG000001965,,77,42,55,71,40,40,73,62
ENSMUSG000001966,,16,12,25,22,16,20,22,33
ENSMUSG000001967,,9,30,9,25,5,21,20,13
ENSMUSG000001968,,19,10,7,6,11,16,22,11
ENSMUSG000001969,,11,14,29,29,15,18,14,11
ENSMUSG000001970,,215,147,174,335,354,199,126,139
ENSMUSG000001971,,56,41,60,63,140,80,81,53
ENSMUSG000001972,,0,0,0,0,0,1,0,0
ENSMUSG000001973,,41,50,53,71,64,61,65,36
ENSMUSG000001974,,14,26,33,15,39,54,24,32
ENSMUSG000001975,,9,37,28,28,15,15,14,25
ENSMUSG000001976,,11,17,11,10,6,13,8,7
ENSMUSG000001977,,191,206,132,157,185,106,192,168
ENSMUSG000001978,,161,151,182,231,128,148,58,98
ENSMUSG000001979,,5,7,1,4,0,6,7,3
ENSMUSG000001980,,32,31,43,34,15,40,25,46
ENSMUSG000001981,,9,2,2,0,1,2,3,1
ENSMUSG000001982,,3,2,0,0,0,3,0,3
ENSMUSG000001983,,4,6,4,8,6,1,11,7
ENSMUSG000001984,,92,187,109,71,202,138,132,68
ENSMUSG000001985,,81,179,92,89,139,169,188,122
ENSMUSG000001986,,68,37,75,51,76,57,29,42
ENSMUSG000001987,,50,97,114,94,87,61,89,98
ENSMUSG000001988,,24,27,86,64,92,30,30,77
ENSMUSG000001989,,1,5,8,7,5,1,0,2
ENSMUSG000001990,,38,65,28,95,65,32,57,43
ENSMUSG000001991,,147,149,78,38,81,165,140,65
ENSMUSG000001992,,126,117,50,107,129,89,101,114
ENSMUSG000001993,,245,92,187,123,225,318,291,260
ENSMUSG000001994,,40,49,68,74,56,106,110,81
ENSMUSG000001995,,44,57,39,55,47,42,50,43
ENSMUSG000001996,,147,112,128,193,116,161,102,121
ENSMUSG000001997,,16,16,19,14,9,22,12,16
ENSMUSG000001998,,1,1,1,1,1,5,1,4
ENSMUSG000001999,,11,2,19,13,19,6,22,9
ENSMUSG000002000,,8,1,3,3,4,3,4,1
ENSMUSG000002001,,5,4,14,5,9,2,7,5
ENSMUSG000002002,,25,23,27,17,18,10,5,17
ENSMUSG000002003,,4,2,3,3,3,2,3,1
ENSMUSG000002004,,4,10,10,17,8,15,6,6
ENSMUSG000002005,,0,0,1,0,1,1,0,0
ENSMUSG000002006,,34,29,17,26,20,21,42,21
ENSMUSG000002007,,28,18,19,13,28,13,13,19
ENSMUSG000002008,,1,5,3,6,2,0,5,2
ENSMUSG000002009,,102,66,77,27,56,79,77,81
ENSMUSG000002010,,198,75,199,147,77,110,182,79
ENSMUSG000002011,,1,0,0,1,0,2,0,1
ENSMUSG000002012,,4,4,1,5,3,1,3,2
ENSMUSG000002013,,3,4,5,3,2,7,5,5
ENSMUSG000002014,,9,5,3,3,2,3,4,0
ENSMUSG000002015,,119,45,75,69,77,109,104,87
ENSMUSG000002016,,15,12,10,10,23,3,10,12
ENSMUSG000002017,,10,19,17,12,23,15,17,14
ENSMUSG000002018,,0,0,1,0,1,1,0,0
ENSMUSG000002019,,55,75,111,17,54,82,23,40
ENSMUSG000002020,,1,2,0,2,1,0,1,0
ENSMUSG000002021,,20,11,19,23,12,20,22,31
ENSMUSG000002022,,28,32,53,33,23,29,46,48
ENSMUSG000002023,,326,349,193,200,520,392,350,338
ENSMUSG000002024,,2,0,0,3,2,2,1,2
ENSMUSG000002025,,0,0,0,0,0,0,0,0
ENSMUSG000002026,,28,33,56,14,16,21,35,36
ENSMUSG000002027,,529,631,750,663,553,809,1027,908
ENSMUSG000002028,,205,179,241,149,158,261,322,171
ENSMUSG000002029,,32,20,42,30,20,16,13,45
ENSMUSG000002030,,5,5,8,3,2,7,6,11
ENSMUSG000002031,,99,109,103,115,83,127,50,66
ENSMUSG000002032,,3,2,1,0,4,1,2,3
ENSMUSG000002033,,40,58,55,62,34,21,42,86
ENSMUSG000002034,,53,37,91,40,54,59,58,28
ENSMUSG000002035,,119,181,148,136,183,187,153,135
ENSMUSG000002036,,4512,5413,5011,4478,5042,5692,3376,4561
ENSMUSG000002037,,40,23,66,45,53,61,57,64
ENSMUSG000002038,,5,12,6,8,7,2,6,6
ENSMUSG000002039,,24,19,17,25,20,14,19,16
ENSMUSG000002040,,0,0,0,0,0,1,1,0
ENSMUSG000002041,,3,3,8,3,7,1,7,6
ENSMUSG000002042,,6,6,7,5,9,2,6,8
ENSMUSG000002043,,8,9,9,7,13,8,4,3
ENSMUSG000002044,,43,19,25,35,50,16,24,14
ENSMUSG000002045,,2,3,5,2,4,2,2,4
ENSMUSG000002046,,200,288,94,221,224,223,273,84
ENSMUSG000002047,,16,10,21,19,21,11,16,21
ENSMUSG000002048,,26,14,23,18,6,28,26,32
ENSMUSG000002049,,11,9,6,4,16,20,7,13
ENSMUSG000002050,,17,17,29,17,42,37,20,32
ENSMUSG000002051,,90,105,89,70,139,78,114,86
ENSMUSG000002052,,1,4,2,6,5,4,1,5
ENSMUSG000002053,,5,8,1,4,11,4,4,5
ENSMUSG000002054,,5,14,15,18,11,16,12,11
ENSMUSG000002055,,1,2,3,1,4,4,0,1
ENSMUSG000002056,,7,5,3,3,3,3,5,8
ENSMUSG000002057,,3,12,9,4,12,5,2,15
ENSMUSG000002058,,119,111,126,122,143,136,113,182
ENSMUSG000002059,,31,39,23,12,60,39,30,17
ENSMUSG000002060,,35,33,20,16,28,14,23,31
ENSMUSG000002061,,66,69,55,89,92,97,134,133
ENSMUSG000002062,,28,15,7,15,13,21,21,20
ENSMUSG000002063,,69,48,57,55,22,42,57,40
ENSMUSG000002064,,9,18,14,19,14,8,10,16
ENSMUSG000002065,,42,6,37,50,39,26,29,30
ENSMUSG000002066,,2,6,8,3,16,8,13,14
ENSMUSG000002067,,0,1,0,0,0,0,0,0
ENSMUSG000002068,,13,12,13,16,5,29,21,11
ENSMUSG000002069,,321,285,235,469,398,480,327,298
ENSMUSG000002070,,137,104,133,211,103,92,64,180
ENSMUSG000002071,,127,85,138,89,101,135,181,155
ENSMUSG000002072,,228,215,237,358,281,225,356,437
ENSMUSG000002073,,36,16,25,27,16,14,22,14
ENSMUSG000002074,,12,32,30,37,36,34,30,25
ENSMUSG000002075,,7,4,6,6,3,13,3,6
ENSMUSG000002076,,3,8,14,24,22,9,5,11
ENSMUSG000002077,,110,43,27,66,63,92,50,33
ENSMUSG000002078,,225,183,262,173,201,166,339,153
ENSMUSG000002079,,12,19,22,18,0,15,13,20
ENSMUSG000002080,,10,12,5,1,6,7,4,2
ENSMUSG000002081,,24,27,40,18,23,26,28,17
ENSMUSG000002082,,53,135,95,94,66,44,86,76
ENSMUSG000002083,,3,0,1,2,1,0,0,1
ENSMUSG000002084,,0,0,0,0,0,1,1,0
ENSMUSG000002085,,7,6,4,6,3,6,4,1
ENSMUSG000002086,,0,1,1,2,2,3,3,1
ENSMUSG000002087,,4,8,10,10,14,5,5,7
ENSMUSG000002088,,11,13,20,21,19,7,18,13
ENSMUSG000002089,,4,2,13,15,5,10,8,6
ENSMUSG000002090,,444,482,323,311,753,217,242,523
ENSMUSG000002091,,47,24,43,26,47,53,65,58
ENSMUSG000002092,,32,32,37,54,36,48,39,28
ENSMUSG000002093,,29,58,60,58,65,61,45,73
ENSMUSG000002094,,3,2,0,1,1,1,1,2
ENSMUSG000002095,,147,227,171,97,351,222,151,147
ENSMUSG000002096,,15,13,11,25,7,28,11,28
ENSMUSG000002097,,70,86,75,73,64,44,89,144
ENSMUSG000002098,,1,2,1,3,4,4,4,5
ENSMUSG000002099,,0,0,2,0,1,0,2,0
ENSMUSG000002100,,66,122,99,96,82,112,146,93
ENSMUSG000002101,,27,40,30,52,56,39,80,62
ENSMUSG000002102,,4,2,2,1,2,1,7,5
ENSMUSG000002103,,2,2,6,2,4,4,4,1
ENSMUSG000002104,,228,173,219,233,118,220,165,283
ENSMUSG000002105,,3,0,2,2,2,2,2,1
ENSMUSG000002106,,668,549,397,502,495,687,510,791
ENSMUSG000002107,,7,3,3,5,7,3,1,2
ENSMUSG000002108,,57,51,118,97,64,81,66,102
ENSMUSG000002109,,22,15,8,13,16,8,10,10
ENSMUSG000002110,,44,62,60,74,43,65,25,68
ENSMUSG000002111,,1,5,11,1,6,7,10,7
ENSMUSG000002112,,8,22,14,10,17,10,13,13
ENSMUSG000002113,,29,31,16,25,21,28,29,20
ENSMUSG000002114,,1,3,4,3,7,5,2,3
ENSMUSG000002115,,73,93,50,119,75,61,39,111
ENSMUSG000002116,,8,4,15,6,4,15,4,9
ENSMUSG000002117,,3,7,12,13,6,13,16,15
ENSMUSG000002118,,6,2,1,4,2,1,3,2
ENSMUSG000002119,,0,0,0,0,0,0,0,0
ENSMUSG000002120,,7,14,9,12,23,10,11,12
ENSMUSG000002121,,2116,1634,3136,3596,2348,2507,2980,1551
ENSMUSG000002122,,118,87,103,92,111,129,110,84
ENSMUSG000002123,,11,9,23,12,28,15,14,40
ENSMUSG000002124,,23,5,14,6,7,19,13,9
ENSMUSG000002125,,24,13,18,12,25,28,17,27
ENSMUSG000002126,,62,35,64,57,76,51,49,65
ENSMUSG000002127,,4,3,3,2,1,1,1,2
ENSMUSG000002128,,187,182,177,186,167,132,187,196
ENSMUSG000002129,,74,56,131,84,66,91,127,113
ENSMUSG000002130,,78,109,132,123,70,55,93,92
ENSMUSG000002131,,52,66,53,52,60,26,48,55
ENSMUSG000002132,,18,17,15,16,20,17,16,14
ENSMUSG000002133,,74,46,98,59,66,102,60,77
ENSMUSG000002134,,101,70,61,61,58,60,79,32
ENSMUSG000002135,,14,8,10,10,10,6,27,4
ENSMUSG000002136,,1,5,4,6,7,7,3,5
ENSMUSG000002137,,28,27,14,25,51,21,25,14
ENSMUSG000002138,,307,476,346,560,542,215,448,469
ENSMUSG000002139,,0,2,6,1,1,0,0,1
ENSMUSG000002140,,3,0,0,0,1,0,0,1
ENSMUSG000002141,,23,35,26,21,14,19,21,75
ENSMUSG000002142,,41,13,14,11,23,41,32,18
ENSMUSG000002143,,34,29,32,22,38,31,31,34
ENSMUSG000002144,,38,40,18,40,18,35,33,27
ENSMUSG000002145,,10,6,8,16,7,10,13,10
ENSMUSG000002146,,383,532,596,258,400,230,181,500
ENSMUSG000002147,,0,0,0,3,0,0,0,3
ENSMUSG000002148,,5,2,3,3,4,4,3,6
ENSMUSG000002149,,6,20,15,16,18,27,19,13
ENSMUSG000002150,,0,1,0,0,1,2,0,0
ENSMUSG000002151,,15,15,12,10,20,6,19,5
ENSMUSG000002152,,472,787,383,310,299,483,984,470
ENSMUSG000002153,,21,17,24,17,14,12,22,21
ENSMUSG000002154,,18,14,26,30,27,25,38,42
ENSMUSG000002155,,1,3,0,1,1,5,2,1
ENSMUSG000002156,,9,9,4,5,5,10,8,1
ENSMUSG000002157,,13,9,4,10,10,3,12,10
ENSMUSG000002158,,11,14,10,12,13,4,16,18
ENSMUSG000002159,,238,213,244,210,199,242,462,260
ENSMUSG000002160,,49,47,39,71,51,68,61,63
ENSMUSG000002161,,1,0,1,0,3,4,5,2
ENSMUSG000002162,,60,20,23,36,35,28,36,41
ENSMUSG000002163,,67,77,42,58,65,62,42,88
ENSMUSG000002164,,130,311,145,258,167,387,183,139
ENSMUSG000002165,,289,828,215,614,592,803,664,302
ENSMUSG000002166,,3,1,4,5,2,6,3,3
ENSMUSG000002167,,3,1,3,2,4,5,2,2
ENSMUSG000002168,,2,1,3,1,0,4,1,0
ENSMUSG000002169,,17,23,10,9,14,18,6,14
ENSMUSG000002170,,88,56,68,60,38,57,37,56
ENSMUSG000002171,,126,236,191,229,126,209,145,133
ENSMUSG000002172,,22,17,14,27,20,15,18,17
ENSMUSG000002173,,17,15,13,3,16,6,11,10
ENSMUSG000002174,,31,26,6,18,41,27,19,20
ENSMUSG000002175,,2,7,3,4,4,6,2,2
ENSMUSG000002176,,1064,815,1344,777,1607,1176,1186,1024
ENSMUSG000002177,,1,2,2,0,1,3,0,0
ENSMUSG000002178,,10,26,24,25,35,34,20,33
ENSMUSG000002179,,689,1077,732,1069,797,1554,886,1782
ENSMUSG000002180,,23,15,34,13,25,30,18,27
ENSMUSG000002181,,29,14,9,17,15,10,19,15
ENSMUSG000002182,,7,17,6,5,12,7,16,13
ENSMUSG000002183,,16,12,13,13,3,16,13,9
ENSMUSG000002184,,295,237,265,285,271,283,137,371
ENSMUSG000002185,,1,0,0,1,0,1,0,0
ENSMUSG000002186,,625,495,270,545,375,444,443,439
ENSMUSG000002187,,0,4,0,1,0,3,0,0
ENSMUSG000002188,,8,10,8,14,44,13,9,9
ENSMUSG000002189,,6,8,2,5,11,7,5,8
ENSMUSG000002190,,114,30,42,32,74,35,58,33
ENSMUSG000002191,,1,0,1,0,2,0,1,0
ENSMUSG000002192,,61,35,43,13,66,52,78,19
ENSMUSG000002193,,1729,1124,1432,1565,872,1055,841,1437
ENSMUSG000002194,,0,2,4,3,1,2,0,4
ENSMUSG000002195,,34,37,35,29,46,37,16,22
ENSMUSG000002196,,9,7,2,8,3,1,2,4
ENSMUSG000002197,,48,50,32,31,53,18,39,43
ENSMUSG000002198,,18,21,18,15,23,12,29,21
ENSMUSG000002199,,0,9,4,5,1,2,1,9
ENSMUSG000002200,,46,44,90,39,26,43,64,115
ENSMUSG000002201,,868,519,391,362,802,558,836,698
ENSMUSG000002202,,20,4,11,10,11,17,15,14
ENSMUSG000002203,,58,116,102,100,105,60,70,58
ENSMUSG000002204,,1,3,3,3,0,3,2,4
ENSMUSG000002205,,7,3,9,3,3,5,4,2
ENSMUSG000002206,,60,40,61,48,25,27,57,71
ENSMUSG000002207,,395,460,493,512,577,460,501,323
ENSMUSG000002208,,51,25,18,72,71,44,30,25
ENSMUSG000002209,,6,13,10,21,9,15,6,13
ENSMUSG000002210,,21,15,25,36,15,20,12,12
ENSMUSG000002211,,2,0,3,3,2,1,0,3
ENSMUSG000002212,,89,84,59,52,40,93,75,50
ENSMUSG000002213,,141,128,111,87,126,153,160,80
ENSMUSG000002214,,3,14,8,12,10,12,10,7
ENSMUSG000002215,,2,9,7,7,2,9,7,7
ENSMUSG000002216,,47,31,39,16,28,32,32,51
ENSMUSG000002217,,16,10,7,20,14,8,10,11
ENSMUSG000002218,,21,19,32,20,15,16,12,19
ENSMUSG000002219,,1597,1534,976,902,1571,1012,1378,1932
ENSMUSG000002220,,7,7,7,8,4,20,14,4
ENSMUSG000002221,,2,14,3,16,10,11,14,17
ENSMUSG000002222,,5,4,5,0,8,3,4,6
ENSMUSG000002223,,106,84,66,44,69,113,95,51
ENSMUSG000002224,,14,18,18,16,21,15,20,10
ENSMUSG000002225,,3,3,1,8,9,8,12,5
ENSMUSG000002226,,269,176,169,219,487,366,241,100
ENSMUSG000002227,,291,497,368,332,334,188,416,366
ENSMUSG000002228,,5,4,4,5,7,7,3,7
ENSMUSG000002229,,0,0,0,1,2,0,1,0
ENSMUSG000002230,,123,191,119,109,213,160,159,94
ENSMUSG000002231,,6,4,7,8,3,4,8,14
ENSMUSG000002232,,105,170,60,170,89,100,129,82
ENSMUSG000002233,,0,0,0,2,0,0,1,0
ENSMUSG000002234,,152,51,107,178,120,97,157,141
ENSMUSG000002235,,3,2,2,1,2,4,0,0
ENSMUSG000002236,,76,103,95,84,63,91,79,62
ENSMUSG000002237,,9,25,17,21,10,11,25,15
ENSMUSG000002238,,1,0,8,2,3,1,3,1
ENSMUSG000002239,,11,15,13,8,15,6,18,4
ENSMUSG000002240,,96,74,95,127,105,75,86,160
ENSMUSG000002241,,25,16,11,25,22,31,16,34
ENSMUSG000002242,,48,96,91,57,59,40,73,59
ENSMUSG000002243,,486,1632,753,1180,1498,1499,951,761
ENSMUSG000002244,,0,1,1,1,0,1,1,0
ENSMUSG000002245,,380,225,416,550,428,529,595,460
ENSMUSG000002246,,23,35,11,15,22,24,16,18
ENSMUSG000002247,,2,3,1,7,1,3,5,5
ENSMUSG000002248,,0,4,3,2,1,3,0,3
ENSMUSG000002249,,19,11,11,12,20,14,11,17
ENSMUSG000002250,,84,55,117,92,126,50,109,115
ENSMUSG000002251,,18,16,15,13,6,19,7,19
ENSMUSG000002252,,349,354,692,377,565,363,366,696
ENSMUSG000002253,,3,2,2,0,2,1,1,0
ENSMUSG000002254,,22,56,17,29,22,31,9,14
ENSMUSG000002255,,2,3,1,1,1,1,1,1
ENSMUSG000002256,,37,43,36,39,29,72,30,56
ENSMUSG000002257,,134,120,107,119,212,104,96,137
ENSMUSG000002258,,7,7,8,8,11,7,4,9
ENSMUSG000002259,,0,0,0,0,0,0,0,0
ENSMUSG000002260,,30,47,18,36,30,18,15,41
ENSMUSG000002261,,89,52,51,21,44,29,36,54
ENSMUSG000002262,,29,43,13,40,72,15,44,28
ENSMUSG000002263,,206,223,230,214,269,191,204,89
ENSMUSG000002264,,3,6,1,1,3,5,4,2
ENSMUSG000002265,,69,37,67,124,54,41,67,90
ENSMUSG000002266,,228,310,113,211,207,153,277,139
ENSMUSG000002267,,0,0,0,2,1,0,0,1
ENSMUSG000002268,,70,25,28,24,31,29,77,55
ENSMUSG000002269,,5,2,2,8,9,11,6,15
ENSMUSG000002270,,8,13,22,24,22,15,12,29
ENSMUSG000002271,,30,46,92,42,43,22,36,55
ENSMUSG000002272,,2,14,8,6,7,9,4,10
ENSMUSG000002273,,9,6,3,6,3,4,4,5
ENSMUSG000002274,,30,11,16,15,34,16,25,22
ENSMUSG000002275,,2,3,4,1,0,3,3,3
ENSMUSG000002276,,7,2,3,3,0,3,3,3
ENSMUSG000002277,,51,51,52,57,142,94,89,99
ENSMUSG000002278,,2,4,1,2,3,1,1,1
ENSMUSG000002279,,79,119,44,144,66,60,105,66
ENSMUSG000002280,,67,29,29,72,89,43,86,43
ENSMUSG000002281,,0,0,1,0,0,0,1,0
ENSMUSG000002282,,6,9,9,1,4,2,3,6
ENSMUSG000002283,,80,146,115,242,323,164,124,251
ENSMUSG000002284,,0,2,0,2,3,3,1,2
ENSMUSG000002285,,5,5,4,7,10,7,8,10
ENSMUSG000002286,,54,55,40,29,78,26,40,58
ENSMUSG000002287,,72,66,122,75,108,67,148,106
ENSMUSG000002288,,12,1,10,16,6,25,14,22
ENSMUSG000002289,,3,10,7,6,10,8,7,5
ENSMUSG000002290,,458,259,211,434,320,304,390,486
ENSMUSG000002291,,476,803,478,912,883,455,1038,439
ENSMUSG000002292,,207,177,119,138,124,113,112,253
ENSMUSG000002293,,28,21,31,15,35,27,28,32
ENSMUSG000002294,,4,7,3,4,6,4,2,7
ENSMUSG000002295,,4,1,0,4,5,8,6,1
ENSMUSG000002296,,39,50,58,47,56,76,64,56
ENSMUSG000002297,,41,23,19,68,27,54,61,40
ENSMUSG000002298,,481,284,380,298,200,289,377,346
ENSMUSG000002299,,73,95,96,61,75,80,54,142
ENSMUSG000002300,,1,0,1,0,0,0,0,1
ENSMUSG000002301,,148,134,202,180,279,182,150,124
ENSMUSG000002302,,2,3,3,5,2,0,0,10
ENSMUSG000002303,,13,14,11,13,10,11,20,12
ENSMUSG000002304,,18,49,50,37,26,27,16,21
ENSMUSG000002305,,1319,834,532,1006,612,1163,1068,1157
ENSMUSG000002306,,11835,11833,5837,9432,13497,6017,11954,7624
ENSMUSG000002307,,95,92,61,56,62,45,105,81
ENSMUSG000002308,,16,10,17,11,8,21,6,12
ENSMUSG000002309,,17,93,102,49,61,60,67,78
ENSMUSG000002310,,151,166,117,57,124,86,70,118
ENSMUSG000002311,,20,12,9,14,15,10,19,13
ENSMUSG000002312,,429,668,686,714,884,988,482,546
ENSMUSG000002313,,35,18,25,28,37,31,43,17
ENSMUSG000002314,,15,43,92,67,56,72,44,43
ENSMUSG000002315,,64,46,55,59,105,128,127,100
ENSMUSG000002316,,34,55,45,39,55,32,39,62
ENSMUSG000002317,,80,175,83,103,155,82,220,66
ENSMUSG000002318,,4,10,3,5,5,4,2,9
ENSMUSG000002319,,9,3,14,7,12,6,5,4
ENSMUSG000002320,,3,6,2,1,5,5,1,1
ENSMUSG000002321,,24,62,47,57,19,65,80,30
ENSMUSG000002322,,93,80,75,136,58,113,88,39
ENSMUSG000002323,,80,42,35,80,56,26,31,52
ENSMUSG000002324,,358,810,639,798,351,545,373,877
ENSMUSG000002325,,22,16,19,17,10,32,25,36
ENSMUSG000002326,,78,63,61,94,117,79,105,74
ENSMUSG000002327,,6,1,3,0,2,1,3,4
ENSMUSG000002328,,8,5,8,13,8,7,10,12
ENSMUSG000002329,,72,142,75,130,91,138,74,50
ENSMUSG000002330,,121,124,137,98,98,112,133,136
ENSMUSG000002331,,10,15,3,7,7,5,6,16
ENSMUSG000002332,,22,36,22,19,18,17,14,18
ENSMUSG000002333,,2,0,1,2,0,1,3,0
ENSMUSG000002334,,9,14,13,9,3,6,11,7
ENSMUSG000002335,,120,95,79,70,224,64,116,91
ENSMUSG000002336,,87,56,90,89,53,74,28,77
ENSMUSG000002337,,37,48,54,42,66,43,55,45
ENSMUSG000002338,,19,25,26,15,40,34,27,33
ENSMUSG000002339,,21,18,9,11,27,13,15,31
ENSMUSG000002340,,3,7,9,4,7,5,7,7
ENSMUSG000002341,,48,56,111,78,82,85,47,52
ENSMUSG000002342,,32,66,35,40,32,49,55,86
ENSMUSG000002343,,28,75,59,24,28,71,74,40
ENSMUSG000002344,,2,5,7,4,1,15,4,16
ENSMUSG000002345,,0,0,0,0,0,0,0,0
ENSMUSG000002346,,176,141,153,202,312,171,240,166
ENSMUSG000002347,,6,2,8,11,9,5,8,10
ENSMUSG000002348,,6,1,0,8,0,3,4,5
ENSMUSG000002349,,74,83,54,45,85,66,89,90
ENSMUSG000002350,,6,7,9,7,10,10,12,11
ENSMUSG000002351,,201,115,187,124,152,188,133,138
ENSMUSG000002352,,57,81,39,46,39,100,80,89
ENSMUSG000002353,,173,57,93,52,42,41,76,59
ENSMUSG000002354,,2,2,5,1,1,3,2,5
ENSMUSG000002355,,251,305,159,249,152,258,195,216
ENSMUSG000002356,,38,47,25,15,31,32,27,42
ENSMUSG000002357,,14,11,9,9,6,8,19,9
ENSMUSG000002358,,37,43,24,15,33,8,30,29
ENSMUSG000002359,,0,0,0,1,0,0,2,0
ENSMUSG000002360,,33,35,79,21,48,70,26,58
ENSMUSG000002361,,1,3,2,3,1,2,3,2
ENSMUSG000002362,,4,2,3,1,2,2,4,2
ENSMUSG000002363,,0,4,2,1,1,4,3,2
ENSMUSG000002364,,163,299,281,232,137,187,342,318
ENSMUSG000002365,,1,13,5,3,3,5,10,2
ENSMUSG000002366,,594,256,415,300,365,389,715,557
ENSMUSG000002367,,8,7,3,12,8,10,1,13
ENSMUSG000002368,,0,0,0,2,0,0,0,1
ENSMUSG000002369,,0,2,3,2,3,1,7,1
ENSMUSG000002370,,218,167,365,223,220,621,97,242
ENSMUSG000002371,,14,20,16,7,23,23,12,14
ENSMUSG000002372,,7,10,9,3,1,9,8,10
ENSMUSG000002373,,21,53,25,14,51,35,29,26
ENSMUSG000002374,,80,110,62,38,63,49,56,78
ENSMUSG000002375,,196,100,170,129,163,266,144,114
ENSMUSG000002376,,607,519,284,253,384,541,528,304
ENSMUSG000002377,,18,6,11,12,6,9,8,14
ENSMUSG000002378,,1,2,1,2,1,1,2,2
ENSMUSG000002379,,6,4,6,9,5,5,10,6
ENSMUSG000002380,,26,21,38,28,39,24,30,46
ENSMUSG000002381,,1,2,1,3,0,3,1,0
ENSMUSG000002382,,2,3,3,6,5,3,3,2
ENSMUSG000002383,,49,14,41,47,54,27,23,31
ENSMUSG000002384,,25,12,23,15,33,28,21,19
ENSMUSG000002385,,24,23,13,16,31,12,17,23
ENSMUSG000002386,,5,1,3,4,3,2,4,1
ENSMUSG000002387,,10,8,26,9,15,13,4,9
ENSMUSG000002388,,3,4,2,2,6,0,4,4
ENSMUSG000002389,,137,143,174,78,164,75,127,151
ENSMUSG000002390,,241,86,143,202,151,146,67,170
ENSMUSG000002391,,0,0,1,0,1,0,0,0
ENSMUSG000002392,,6,2,3,1,8,2,5,3
ENSMUSG000002393,,0,1,2,1,2,3,1,0
ENSMUSG000002394,,2,8,16,3,6,5,5,9
ENSMUSG000002395,,11,20,23,13,16,28,15,18
ENSMUSG000002396,,0,0,1,1,0,2,0,0
ENSMUSG000002397,,1,3,4,4,2,4,1,2
ENSMUSG000002398,,1,1,2,4,1,1,3,1
ENSMUSG000002399,,34,35,25,18,37,56,30,33
ENSMUSG000002400,,10,25,18,13,32,22,18,34
ENSMUSG000002401,,7,2,1,6,4,4,5,8
ENSMUSG000002402,,23,28,22,14,31,42,30,35
ENSMUSG000002403,,6,4,7,6,14,4,7,14
ENSMUSG000002404,,8,11,13,8,15,5,14,19
ENSMUSG000002405,,1125,705,481,475,431,673,550,708
ENSMUSG000002406,,262,397,411,135,393,242,241,219
ENSMUSG000002407,,1,2,3,2,0,2,2,1
ENSMUSG000002408,,102,69,63,137,81,124,106,108
ENSMUSG000002409,,155,55,81,141,105,99,137,115
ENSMUSG000002410,,0,1,2,5,1,1,2,3
ENSMUSG000002411,,165,100,109,117,99,150,108,111
ENSMUSG000002412,,387,514,452,423,372,266,386,322
ENSMUSG000002413,,5,5,0,1,1,2,3,2
ENSMUSG000002414,,3,2,9,2,5,7,0,0
ENSMUSG000002415,,132,190,224,90,205,126,152,52
ENSMUSG000002416,,19,36,42,34,39,42,17,32
ENSMUSG000002417,,90,47,97,47,53,64,52,59
ENSMUSG000002418,,36,23,31,51,69,45,55,45
ENSMUSG000002419,,53,42,46,31,31,36,33,48
ENSMUSG000002420,,3,3,1,3,0,1,0,2
ENSMUSG000002421,,166,250,116,165,203,59,215,144
ENSMUSG000002422,,332,161,288,84,157,243,207,206
ENSMUSG000002423,,12,20,6,12,27,5,16,9
ENSMUSG000002424,,37,11,17,18,6,20,11,28
ENSMUSG000002425,,0,1,0,2,1,0,2,0
ENSMUSG000002426,,86,51,43,71,59,50,59,116
ENSMUSG000002427,,70,74,44,108,74,80,58,72
ENSMUSG000002428,,32,5,16,10,8,10,13,21
ENSMUSG000002429,,116,98,139,127,216,186,144,188
ENSMUSG000002430,,6,12,17,13,9,15,23,12
ENSMUSG000002431,,52,85,69,45,92,50,74,70
ENSMUSG000002432,,1,0,3,6,0,2,2,3
ENSMUSG000002433,,34,19,17,22,7,8,29,24
ENSMUSG000002434,,10,6,5,12,12,23,4,19
ENSMUSG000002435,,18,30,46,42,30,13,28,31
ENSMUSG000002436,,11,4,6,5,8,12,16,5
ENSMUSG000002437,,18,11,32,14,22,21,24,15
ENSMUSG000002438,,141,187,85,110,75,99,83,138
ENSMUSG000002439,,6,15,7,8,6,10,4,8
ENSMUSG000002440,,0,3,0,1,0,0,1,0
ENSMUSG000002441,,475,752,598,485,934,974,507,479
ENSMUSG000002442,,186,306,310,221,520,356,600,157
ENSMUSG000002443,,1,0,0,0,0,3,0,4
ENSMUSG000002444,,82,83,69,153,70,37,99,109
ENSMUSG000002445,,4,7,0,12,7,8,6,3
ENSMUSG000002446,,17,34,48,22,36,24,30,23
ENSMUSG000002447,,37,58,28,25,57,35,22,29
ENSMUSG000002448,,17,19,14,9,12,12,10,13
ENSMUSG000002449,,5,5,6,6,2,2,4,4
ENSMUSG000002450,,4,3,2,4,3,2,6,2
